Probes,G104,G108,G109,G110,G113,G117,G123,G126,G128,G132,G133,G134,G135,G136,G139,G142,G144,G302,G303,G304,G306,G310,G316,G319,G328,G332,G337,G356,G358,G359,G360,G362,G363,G367,G373,G374,G375,G382,G383,G385,G386,G387,G390,G397
4E-BP1,0.068848,-9.780703,-0.557764,6.384285,-0.572628,-0.780331,-3.211924,-0.209296,-0.420483,0.435142,6.670013,-3.161455,0.102468,-0.113205,0.053126,-0.755871,-0.014424,0.203759,-0.723613,-0.167746,-0.036133,0.128996,-0.038838,-0.064293,0.151244,-9.671234,-0.347695,-0.696161,-0.366911,-3.852739,0.03637,0.085478,0.265715,-0.08696,-0.018014,-0.429547,0.00163,-0.440276,0.154504,0.213397,0.222573,0.409395,-0.255987,-0.561916
ACP6,-0.131859,-0.117816,0.196795,0.15467,-0.164064,0.09265,-0.07541,-0.190467,-0.111982,0.131819,0.035645,0.259226,-0.104689,-0.070111,0.002126,-0.00768,-0.116862,-0.068737,-3.51492,-3.54777,-0.020827,3.343297,-0.174336,6.608896,-0.020321,-0.157402,-0.112431,-0.168944,0.02355,-0.10497,-0.031329,-0.127509,-6.566485,-0.081927,-3.43094,-0.071554,-0.035243,0.004289,2.978469,3.296607,-3.312949,-0.651654,-0.681419,-0.058399
ADA,0.034258,-0.007228,0.161573,2.598116,3.495921,-0.104408,-0.271931,3.365418,-0.524792,-0.023993,0.248839,-0.270748,0.171515,-0.279937,3.490826,0.240698,-0.314125,-0.013389,0.006067,-0.161627,0.458412,3.297671,-3.311636,0.027146,0.147066,-0.388478,0.245169,0.024013,0.155947,-0.126225,-0.112109,-0.649934,3.133165,0.167759,3.047826,0.250211,0.082324,-0.198467,0.427515,0.137293,-0.173098,-0.065285,0.255652,0.155706
ADGRE2,0.144582,-0.009334,0.147741,0.485644,-0.007386,3.45961,0.182288,0.055254,0.042732,-3.207401,0.226371,0.321118,-0.183816,-0.022324,0.163051,-0.000943,-0.07803,0.004209,0.014989,0.025267,-3.239912,0.131905,0.173046,0.290148,-0.056666,0.181893,0.241104,-0.110492,0.052912,0.035997,0.003667,-3.113385,0.055315,0.001166,0.081749,-0.063009,-0.052353,0.039539,3.442428,3.357787,-3.166065,-0.290463,-0.62417,-0.078573
ADGRG2,-0.071124,3.105421,-0.023438,0.373115,-3.444598,-0.05891,0.028777,-0.066174,-0.004444,0.030851,0.114925,0.377994,3.070332,-0.068113,0.166846,0.140314,-0.218288,-0.348811,-0.13248,-0.254124,0.020113,0.037782,-6.707767,0.12113,-0.043041,-0.006875,0.151936,-0.248613,-0.014535,-0.036855,-0.062694,0.146653,-2.984037,-0.174859,-0.023375,-0.324311,-0.052196,0.025428,0.133437,-0.027479,0.116792,0.064202,0.005257,-0.067814
AHCY,-0.971715,7.430964,-7.657988,-0.753876,-1.321126,-8.664534,-6.909614,1.666879,-1.924547,9.209767,4.494749,-7.497372,0.088078,0.225229,0.71478,-0.127844,-1.001891,-2.550385,0.435946,-1.194205,9.160049,-8.766382,-0.459303,0.881664,0.706881,1.290303,-0.382085,-0.668548,0.900783,-1.764885,-0.910132,-2.060348,-0.135701,0.0,-1.892899,9.255969,0.0,0.0,7.745691,5.929919,-0.167191,-0.445193,1.720458,0.66058
ALDH1A1,0.245614,0.016353,0.263041,-0.533757,-0.22568,-0.578568,0.165977,0.225457,-0.860873,0.400998,0.716205,-3.043762,0.007621,-0.058256,0.104304,-0.06539,-0.124563,-3.415854,-0.230386,2.495297,0.438548,-0.881013,-0.460616,0.275835,0.148406,6.353388,0.014961,-3.391725,-0.001728,-0.876979,-0.449735,-0.361238,-0.490606,-6e-05,-0.595982,0.123525,0.377289,-0.629972,-0.287431,0.250896,3.146388,-0.71304,0.159564,3.507595
ANGPT2,-0.16271,-0.116808,0.168402,0.473735,-0.080147,-3.354418,-0.016599,3.184442,-0.045928,0.001109,0.065675,0.273572,-0.315017,-0.128422,-0.139953,-0.057974,-0.051659,-0.218248,-0.25473,-0.278168,-0.069548,0.173808,-0.101296,0.174435,-0.241558,-0.160233,0.042559,2.888681,0.029591,3.380626,0.091174,-0.278849,3.708782,-0.256473,-0.009234,-3.976959,3.286336,-0.051914,0.238742,3.049898,0.204801,-0.185208,0.087838,-0.181765
ANGPTL1,0.36252,0.006762,0.348477,4.082708,0.341257,0.372939,0.285183,0.467064,0.19536,3.362148,3.478152,0.32071,-0.151026,0.018958,3.672207,-3.326174,3.434059,6.806853,3.269696,0.044989,0.089009,0.28638,0.494861,0.476883,0.046852,0.490705,0.472745,-0.006306,0.010068,0.139176,-0.015265,0.448141,0.183936,-3.179634,0.15016,-3.315022,-0.023605,0.048225,-3.258349,0.096694,0.205426,-2.882031,-0.70062,-0.049904
ANGPTL7,-7.39986,-0.215208,3.43887,0.584738,-7.565317,0.018805,-0.266233,-0.29292,-0.2583,-6.440334,-0.186895,0.762556,0.052311,7.085124,6.879105,0.048311,-0.128057,-7.374925,-0.302562,-7.077636,-0.761683,7.698837,-0.51766,0.283793,-0.449389,-0.085134,-0.000316,-7.866205,-0.196507,0.062269,-0.169042,3.424759,7.631594,-0.272331,-7.032212,-0.159073,3.403867,0.128351,-0.107043,0.381704,3.653301,-3.295029,-0.714812,0.132291
APEX1,-0.424117,0.325551,-1.803334,-1.02362,-8.188445,-0.310279,-0.027205,-1.10497,-8.029079,8.804795,0.989823,-0.532991,-0.709041,6.927031,0.217786,0.055077,-8.356776,0.684001,0.560431,-0.030231,8.296144,3.079676,0.061532,-0.262871,-0.668376,-8.629894,-0.304267,-0.286682,0.470774,-8.207453,-8.064482,-8.787197,0.486133,-0.822744,-1.744237,1.137262,0.394068,-0.505674,1.41516,7.793699,-0.84499,-0.541333,3.748349,7.429865
APLP1,-0.016458,-0.138526,-0.142024,0.214338,0.466699,-3.599676,3.287509,3.572303,0.108242,-3.541014,-0.320918,0.246494,-0.144676,-0.008875,0.072883,0.039506,-3.050954,0.147108,3.264878,-0.015962,-0.171813,0.016625,6.458436,-0.130145,0.36561,0.398322,-3.270184,-0.159744,0.000411,0.082504,0.004985,0.033796,0.473034,0.014613,-0.243039,-0.337369,0.17172,0.262398,-0.119978,0.008789,0.122976,-3.304458,-0.596152,-0.116412
AREG,-0.024455,-0.237023,-6.841205,-0.298793,-7.034725,0.369135,0.273755,-0.467262,-6.84945,0.078992,-0.061958,6.749055,0.136068,0.11641,0.007318,-0.030045,-0.297608,-7.170557,0.228016,-3.322334,-0.24795,-0.794913,7.171868,0.344099,0.149194,-0.005267,0.744262,-0.32949,0.26611,-0.078567,-6.879622,-6.562227,0.129327,-0.062957,-0.09259,-0.163925,-7.004842,0.114009,3.804754,-0.125301,-0.706393,-0.077706,-0.06066,0.015252
ARG1,0.067405,0.332878,0.725554,-1.433843,-0.455262,-3.674733,3.425132,-0.402808,-1.030805,-2.061456,0.902391,-0.161767,-0.056572,0.041068,0.053177,-3.349791,-0.679354,0.041349,-0.176019,-0.784659,0.636922,-0.80672,-0.435432,0.395134,-0.23734,-0.925992,-0.095685,-0.155132,-3.184437,-1.517162,2.684257,-1.32107,6.069303,-0.260832,-4.405937,-2.543794,0.364692,-1.490721,0.412123,0.366192,-0.275282,-0.575893,-0.606998,-0.003106
AXIN1,2.865134,-0.118071,-1.528783,-0.168458,-8.503158,-0.189042,0.651089,3.636405,-0.915477,0.406866,-0.322776,0.224908,-0.586541,-0.89591,0.227614,-8.490197,-0.193018,0.084244,-0.344361,0.013391,-0.692546,-0.786005,-0.139125,0.491364,-0.533156,1.425063,0.394265,-1.30252,-8.58486,-1.043569,0.123413,0.239971,0.841249,-0.211521,-0.476722,0.20505,3.80954,-3.520481,-3.073743,0.275239,1.024634,1.3057,3.560019,0.108816
BACH1,-0.81197,0.155383,0.423165,-4.495461,-7.80703,-0.201091,-0.287372,-9.294614,-1.328986,8.034751,4.412642,-8.232693,-3.710867,-1.22527,0.568546,-7.99587,-3.127368,-0.064836,9.129249,-8.613824,8.060744,-0.709492,6.816086,0.148348,-0.106287,-8.823323,0.504993,-0.015478,0.40926,-11.823788,-7.377431,-0.500066,-7.542238,-8.120323,-0.60626,0.592867,0.090818,-5.169478,9.955467,0.550206,-0.643444,-0.027513,8.167185,1.676576
BAG6,-0.182191,-0.047855,0.433541,-0.256346,3.236737,-0.23479,-0.062552,-0.219391,-0.36365,0.068857,0.163793,0.292205,-0.14491,3.21931,-0.006785,-0.188779,-0.212385,-0.108594,-0.009681,2.565903,0.248336,-0.082167,-0.055698,-3.159157,0.008323,-0.570749,0.145404,-0.10697,0.005531,-0.447368,-0.191134,-0.497027,-0.116037,3.032641,6.413112,-0.11646,0.100454,-0.245029,0.269771,0.242325,-3.345895,-0.232794,-0.598297,-0.087582
Beta-NGF,-0.609923,-6.844102,-0.956468,0.248956,0.291632,-0.553786,0.928271,7.612464,-0.357199,-0.343398,-0.587674,-0.15586,0.796146,-0.528519,0.199215,0.860294,0.195663,-0.532637,0.491204,-0.504456,-0.181997,-0.586211,-0.133955,-0.390766,0.427192,0.456645,-0.085011,0.018353,-0.289011,-3.35917,0.194103,0.370413,0.158353,-0.057891,-0.855102,0.133464,0.426562,0.387384,0.110455,-0.194024,0.642837,0.85623,-0.215887,1.451418
BTN3A2,0.137692,0.240223,0.085279,0.275477,0.239725,6.946361,0.158753,3.542203,0.123332,-0.076922,0.093869,3.580232,-0.192249,3.565088,0.308464,3.017959,-3.248809,-3.482054,7.325814,0.256143,0.083249,-0.080599,7.443851,0.243973,0.106869,-3.235923,0.524447,-3.402117,-0.110017,0.398033,-6.88955,0.126127,-0.150439,0.039681,-3.299375,-0.03662,-0.206257,0.110427,0.263088,-0.032355,-7.07158,-7.331906,0.677138,-6.917716
CA13,-0.191982,0.285346,-0.114753,-0.649509,-0.242575,-0.061788,-3.808159,-0.509311,-0.484114,0.543221,0.531538,3.290915,-0.107757,-0.182713,0.299296,-0.388287,-0.840171,-0.011291,0.065957,-1.090665,-2.513746,-3.495557,0.397437,0.247918,0.034608,-0.714564,3.414043,0.229925,0.152451,-1.086637,-0.366214,-0.832218,-0.177476,-0.424287,-0.210307,0.121645,0.0802,-0.5905,1.129311,-3.238406,0.048866,-0.141672,0.018604,0.008448
CANT1,-0.056917,-0.085953,0.031456,0.120896,-0.054164,0.036861,0.010284,-0.047916,0.002276,-0.008107,0.052133,0.11925,-0.126093,-0.06096,0.051135,-0.002474,3.250393,-0.081994,-0.064883,-0.139235,0.059034,-0.00282,0.02704,0.095757,0.013828,-0.032278,3.374963,3.297307,-0.02517,-0.05974,3.308326,-0.014376,-3.302007,-0.089476,3.295287,-3.404877,-0.010612,-0.041682,0.029061,0.040281,0.041914,-0.169309,0.01348,-0.056297
CASP-8,-0.394574,3.62186,3.297421,-0.609045,-0.118135,-0.625327,-3.756486,-0.514871,-0.952584,-2.453777,0.611099,-0.358345,3.444558,-0.217276,0.159,0.083227,-0.579853,0.131305,0.197504,-0.518339,0.822417,-0.928105,0.274214,0.146013,0.333321,-0.056859,0.188914,0.041672,0.318986,-0.94937,-0.054794,-1.189901,-0.251815,-0.066311,-0.696649,0.879438,0.215963,2.930781,0.927232,-2.850855,-0.233335,-3.189915,0.656552,0.406688
CCDC80,-0.100141,-0.123583,-0.047451,0.264164,-0.09488,0.02903,0.012483,-0.300364,0.25959,-3.304553,3.298427,0.224618,-0.111442,-0.042197,-0.103386,0.011644,-0.059511,-0.221055,-0.06422,-0.103113,-0.112917,0.035067,-0.103335,0.061319,0.019498,3.252662,3.264672,3.156362,-0.07022,-0.017935,0.037926,-0.024021,0.03997,3.266634,0.000855,-0.227262,-0.040428,0.087923,-0.191451,-0.196938,0.061217,-0.089738,-0.657284,-0.285216
CCL11,-0.00218,0.025956,-0.016658,0.033379,0.03151,0.025521,0.029051,0.106362,0.051495,0.019047,0.016336,0.015132,0.043214,-0.016818,3.315862,-3.305568,0.072641,-3.341643,0.020684,0.072341,0.002794,0.041401,0.004521,0.024502,0.058482,3.337173,0.061552,0.067889,3.366451,-5.5e-05,-0.002695,0.005985,0.004851,0.009032,-0.032814,0.031527,-0.007291,3.292194,-6.638933,0.004404,0.02807,3.365569,0.006425,3.40407
CCL19,3.427423,0.094265,0.08679,-6.539902,0.12465,0.047576,0.053293,0.411583,0.173019,0.021688,0.00111,-0.052472,0.075941,-3.322187,-0.017827,0.029489,0.15972,-3.263069,0.078941,0.209593,0.083026,0.051548,-0.070282,-3.311429,-9.765112,0.002703,0.330111,0.088661,0.282786,0.005504,-0.062725,0.083354,0.013227,0.050514,-0.075434,-3.159639,0.014076,-0.046776,0.11104,0.013867,-3.298277,0.003869,0.065796,0.117646
CCL20,0.026686,-6.801846,-0.442331,-0.065737,0.097,-0.062155,-3.611109,-0.188224,-0.094944,-0.351297,-3.40853,-0.238381,0.263387,-0.048568,0.063339,0.202617,-3.744311,-0.081479,0.063535,0.167849,0.012674,-0.102074,0.18577,0.23084,-0.132158,0.027884,-0.068667,-0.00632,3.588923,0.213346,-6.499051,-3.224631,-0.085821,0.087768,-0.085094,-0.179223,-0.015448,3.439141,0.137007,-3.304401,-3.425084,-0.155002,-0.009107,-3.164237
CCL23,-0.151039,-6.660059,-0.034261,0.015152,0.059417,-0.015326,-0.015049,-9.916394,-0.014623,-0.024763,9.891542,-0.030278,0.09571,3.313984,0.10471,0.058731,-3.148762,-0.046791,3.37921,3.334942,-0.052181,-0.042157,-0.090994,0.002684,-3.326678,-9.892887,0.039589,-0.021332,-0.000718,0.041579,-0.012982,0.027154,0.014563,9.886619,9.84237,0.071826,0.052766,-0.035212,9.902821,0.047743,0.021825,0.04788,-0.008606,0.087471
CCL25,-0.039435,-0.021661,-0.122109,-0.136076,0.267564,0.045693,-0.16433,-3.272241,-0.057114,-0.01968,-0.038348,0.031846,0.066381,-0.134144,0.023198,0.121797,-0.090153,-0.142957,0.07806,0.089403,0.000932,0.025305,0.171613,0.039902,0.217297,0.166406,0.234013,0.034196,0.086391,0.001843,0.308047,0.005265,-0.08551,0.117058,-0.087248,-0.025148,0.002592,3.37161,0.097733,-3.349335,0.100619,-0.014153,-0.012612,0.193526
CCL3,0.302979,0.288176,-0.016346,0.400379,0.541486,-3.322938,-2.743809,0.52502,0.208393,0.390487,-3.353902,0.074044,0.206696,-0.005559,0.026115,0.212312,0.208689,0.040685,0.141866,0.253649,0.260475,0.16368,0.009039,-3.036049,-2.96327,3.615393,0.37939,0.336841,0.274735,0.156113,-3.45409,0.291418,0.058671,-3.100492,0.005231,0.260617,0.20382,-0.083461,0.261075,0.066422,0.235038,0.323189,3.603127,3.495744
CCL4,0.383631,-3.004617,0.210235,0.355312,-2.826451,0.056149,-2.853974,-2.749374,-6.521332,3.62143,-0.012644,0.02496,3.551335,0.069134,0.110997,0.257053,0.092327,0.114832,0.23883,0.206103,-3.069164,0.195916,0.080142,0.233679,0.346445,0.343847,0.296106,0.424095,3.561883,0.135524,-0.073527,0.33054,0.041436,-3.067729,0.046113,0.281931,0.232093,-0.021705,0.230544,0.082173,0.160437,0.308685,-3.004947,0.139837
CD164,-0.06849,-0.04406,0.238701,-3.26941,-0.075152,0.004728,-0.05507,-0.118155,-0.071459,0.134235,0.08015,0.112693,3.234408,-0.066431,0.092487,-3.324494,-0.139529,-0.064098,-0.052226,-0.116933,0.147925,-0.017457,-3.21135,0.105833,-0.034807,-0.074338,0.018319,-0.063769,-0.0159,-0.06578,-0.034472,-0.14822,0.044539,-0.117574,-0.110119,-0.021898,0.049014,-0.080639,0.088929,3.363174,0.021293,-0.168991,0.087214,-3.359281
CD1C,-3.381857,-0.078002,-0.012141,0.173815,-0.036346,-3.299665,-0.010093,-0.057016,0.012796,0.072588,0.022227,0.170377,-3.436938,-0.035797,0.059626,0.016189,-0.058951,-0.089054,-0.055557,-0.106327,0.019227,0.013036,-0.008064,0.043124,0.018594,-0.003978,3.36741,-0.057347,0.011494,-0.010706,-0.018459,0.004553,0.080609,-0.076082,0.011199,-0.109726,3.315196,0.001847,-0.010685,3.325846,0.061383,-0.073374,0.088062,-0.068469
CD244,-3.346566,3.31375,-0.055576,-0.125426,0.098078,0.003232,-0.087124,0.036746,-0.086662,-0.022824,0.036039,-0.032419,-0.023093,-0.128489,0.069071,0.090715,3.337755,-0.086661,0.072472,0.01919,0.056792,0.018964,-3.256,0.000321,-0.001832,0.016584,0.170262,0.050218,0.092255,0.096859,-0.041498,-3.412873,0.016803,0.21948,3.308532,3.45347,-0.095599,3.166648,0.163728,0.069453,0.075835,6.753608,-3.247985,0.122289
CD28,-0.015736,-0.149182,-0.137531,0.271508,0.247192,-0.142395,-0.693962,-0.395151,-0.11285,-7.162737,0.357755,0.564847,-0.313913,-0.253744,6.879277,-0.135872,-0.207597,-0.076422,0.444244,-0.260731,-0.085038,-6.784753,0.168835,0.152098,-0.157695,0.369248,0.317469,-0.174954,0.262865,-0.063915,0.001841,0.243436,0.411357,-0.81525,-0.015804,0.271914,-0.278479,-0.009981,0.86562,0.234418,-0.365145,-0.535857,-0.399166,-0.063699
CD2AP,0.03584,-0.013771,0.276005,-0.466256,-0.193444,-0.236349,-0.061944,-0.380807,-0.445122,3.51838,0.374828,0.320247,3.290342,0.026882,3.261177,-0.136979,-0.20818,-0.20422,-0.087585,-1.163671,0.333128,-3.717649,0.048004,0.228928,0.045583,-0.551812,0.028156,-0.042127,0.073158,-4.205919,-0.256117,-0.410022,-0.57046,-0.124159,-0.118173,-0.054628,0.107765,-0.510611,-2.797655,0.31001,-0.113826,0.033388,1.413394,-0.08505
CD40,9.898024,6.645844,9.821069,0.008605,-0.025739,-0.02556,0.022828,-3.287112,9.905211,0.00698,-0.039645,0.009945,6.657685,9.897358,0.018711,9.928064,0.081592,0.013585,0.035034,-9.917755,-0.090232,9.904197,-0.060502,0.070198,0.017023,-3.248238,-9.885616,-0.030246,-0.029159,0.001415,-6.659882,3.367642,0.053501,9.900936,6.552846,0.085867,0.02541,9.883686,0.056856,0.024679,0.116356,-3.257868,0.012372,3.403971
CD5,-0.072105,-0.114689,-0.272962,3.344666,-0.10986,-3.30468,0.026979,0.351058,-0.200361,-0.073698,-0.057576,0.015453,0.222508,-0.175407,0.247082,-0.00682,0.145388,-0.062564,-0.028708,-3.264506,-0.115894,-0.13984,3.143482,0.137851,0.131452,0.057933,0.132755,-0.050649,-0.172908,-3.363609,6.495784,0.135713,-3.22221,-0.194509,-3.492108,0.203545,0.000721,-0.088616,0.255659,0.037911,0.166997,0.105902,0.031031,0.193725
CD6,-0.182557,-0.043076,-0.703194,-0.008307,-0.255739,0.013806,-3.330341,0.169523,-0.225768,-0.040301,-0.038648,-0.066187,0.176128,-0.146537,0.114839,-0.171056,0.096961,3.281787,3.282493,-0.077846,-0.153195,-0.213993,-0.182883,0.096107,0.013503,0.129157,-3.025235,-0.026201,3.021953,-0.012281,-0.218592,0.106705,-3.173021,-0.211836,-0.209416,0.398617,-0.012897,-3.519018,0.422797,0.054059,0.122503,-3.193209,-0.024339,0.203879
CD79B,-0.063402,-0.155202,-0.084309,0.330111,-0.054414,0.097397,-0.158559,-0.114063,3.335612,-0.005407,0.068745,0.360344,-0.215423,-0.074382,3.404322,0.053194,-0.050609,-0.064324,-3.432059,3.05504,3.325673,0.158277,0.098934,0.142023,-0.008441,0.014304,-6.59048,-0.165581,0.010607,3.327651,-0.001352,0.073937,0.135642,-0.186978,-0.007495,-0.195938,-0.000435,0.053159,3.41047,6.598168,0.182025,-3.888047,0.087761,-3.440402
CD83,0.022258,-0.041952,-0.099865,-0.041846,0.043071,-0.090939,0.017322,3.233237,-0.034544,-0.106323,-0.002236,-0.040399,-0.088667,-0.103649,3.345097,-0.042346,-0.015978,-0.200901,0.132728,0.010486,0.08365,-3.551869,0.000524,-3.234379,-3.411476,0.084441,0.141016,-0.030875,-0.036755,0.045229,-0.044227,-0.03428,-0.084383,-0.097368,-3.195133,-0.083576,-0.105986,-0.005706,0.097619,3.353279,-3.49859,0.116183,-0.003341,3.312591
CD8a,-3.30039,0.007208,0.010966,3.33924,0.121415,0.048473,-0.014441,0.025032,0.036152,0.116415,-0.05835,0.047906,-0.010838,-0.186826,-0.003408,-9.71597,0.067659,-0.012348,0.083757,3.353057,0.072391,-9.889483,-3.156126,-3.319045,-0.0169,0.122397,0.159321,-9.626661,0.083425,0.031317,0.104143,0.070495,-3.242608,0.353666,-0.082718,9.817757,-0.059672,-0.038331,-9.84958,-0.112336,0.158548,-9.673196,-3.317548,0.034096
CDCP1,0.035052,-0.04094,-0.185152,0.31441,7.022455,0.060568,-0.088955,0.082793,-0.199162,-0.855803,0.606331,-0.392802,0.395907,-0.385388,-0.420917,0.415037,-0.937855,-0.167308,0.369032,-3.250487,0.038185,0.137734,0.42074,0.023537,8.387035,-3.104091,-2.362891,0.009943,0.16057,0.327152,0.792231,-0.159845,-0.134489,-0.424066,0.549781,0.08905,-0.11435,2.857272,0.091599,-0.4674,-3.572329,-0.0797,0.483565,0.36687
CDH2,-0.0596,-0.254646,0.036569,-2.981523,-0.058915,0.052677,-0.065142,6.516002,-0.050246,-0.025434,0.020744,0.422206,-0.256234,-0.07492,0.170393,0.04044,-0.149336,-0.317931,-3.446879,-0.237091,0.02089,0.188016,-0.131457,0.216828,6.607823,0.024528,0.233729,-0.203821,-0.039656,-3.430583,0.040832,0.032053,0.098629,-0.187596,0.002811,-0.260085,-0.079871,6.70508,-0.291674,0.010002,-3.222532,-3.644035,0.79367,-0.183617
CDHR5,-0.084726,-0.191217,-0.017994,0.251947,-0.058674,0.007112,-0.012726,-0.226185,6.765944,-0.02999,0.064359,7.202829,-0.234243,-0.002203,-0.019463,0.054032,-0.094904,-0.133782,-0.1561,6.442068,-0.052496,-3.286161,-3.363259,3.430832,0.012839,0.051461,0.065166,-0.180555,-0.019551,0.016226,0.00747,0.011994,3.370779,-0.093734,-0.050774,-0.188066,-0.027056,-0.027912,0.196342,-0.149959,-3.229708,-0.983933,-0.600226,-0.182545
CHRDL2,-0.164107,-0.145211,-0.009635,0.34394,-0.053147,0.028026,-0.102942,-0.357851,0.287794,0.011967,0.054409,0.284893,-0.092377,-0.061459,-0.089247,0.051552,-0.041026,-0.16461,-0.078104,-0.150476,-0.084589,3.351136,-0.164406,0.046608,0.018785,-0.069395,-0.036923,-0.192891,-0.070155,-0.0272,0.061234,-0.008837,0.094195,-0.088852,-3.313231,-0.083554,0.047431,0.041244,-0.249969,-0.260681,0.07284,-6.781251,-0.610235,-0.324171
CKAP4,0.108313,0.039742,0.477914,-3.302868,-0.077807,0.045037,-0.018271,0.092452,-0.106439,-3.19405,0.027112,-3.28209,-0.03001,0.069663,0.055506,-0.08275,0.033806,0.116248,0.092534,0.087602,0.129375,0.019283,0.130134,0.044498,0.033187,0.089221,0.064156,-0.054319,0.058447,-0.068836,-0.025609,-0.028719,-0.063442,0.001607,-0.120969,0.087882,0.012936,-3.233788,0.186483,0.075195,2.990365,0.129887,0.356062,0.045894
CLEC4A,-0.021382,3.307652,-3.126316,-0.02311,-0.068218,-0.064172,0.005838,-0.028088,-0.000715,0.040473,-0.034438,0.016397,-0.016672,-0.031929,0.045471,3.273488,-0.017535,0.041422,-3.274238,-0.002719,0.034212,-0.06734,-0.01584,0.005232,-0.112204,0.067185,0.079431,-0.00538,6.704878,-0.097826,-0.078749,-0.008035,-0.031623,-0.021972,-0.018352,0.111536,-0.035092,-3.279992,0.015091,0.043189,-0.138845,0.151604,0.022406,0.003504
CLEC4C,0.454313,0.471002,0.445386,0.5542,-3.191017,0.437269,0.387583,0.435247,-2.479622,0.167739,0.381471,0.153454,-0.105693,0.400638,0.303648,0.015047,0.63676,0.256332,0.551264,-2.871357,-3.054715,0.319381,0.55569,3.569451,-0.05394,3.900156,0.504859,0.177253,0.285314,-2.854483,0.000413,3.777281,0.128218,0.549071,0.179534,3.83034,0.290098,0.228218,3.978344,0.339012,0.151725,0.095833,0.079824,-3.330754
CLEC4D,0.444315,0.131205,0.669998,0.888302,-0.503298,0.524432,3.172774,0.106768,-0.231268,0.45798,0.502421,-0.174209,-0.257287,-0.104825,-3.162562,-3.455817,-0.325719,-2.773202,0.772949,0.320355,0.548537,-0.163862,0.264528,0.283141,-0.154754,0.263203,0.468262,0.209716,0.396845,-0.123067,-0.514297,-0.563391,3.37584,-0.387738,-0.29746,0.339251,0.054153,0.036403,0.079915,0.090312,-0.372387,-0.133425,0.1067,0.117004
CLEC4G,3.591636,-0.010557,0.182031,0.219395,0.066946,3.404394,0.089415,0.240115,-0.033485,-3.323192,0.075784,-0.031144,-0.088893,0.082243,0.127488,0.034637,0.077378,-0.029627,0.157823,0.106506,0.117822,-0.085458,0.1627,0.228534,0.045031,0.312584,0.196267,0.086461,0.126825,0.015612,-0.117494,0.149884,0.181123,-3.103523,0.075759,6.8e-05,-0.091971,0.057129,-0.088411,0.134264,-0.064597,-0.130563,0.037152,0.015228
CLEC5A,-0.063025,-0.084197,0.738571,0.218219,-0.082103,0.099272,-3.377627,-0.026162,-3.508155,0.155056,0.125689,0.164962,-0.130162,-0.025489,0.188115,3.39703,-0.103432,0.123677,0.028456,3.292872,0.161239,0.061449,0.033101,0.117148,-0.085999,-0.003503,-3.202634,-3.389483,0.037698,-0.032768,-0.009027,-0.03261,0.149722,-0.110972,-0.134313,3.458212,0.004415,0.010061,3.526651,0.154038,-3.318058,3.342167,0.066327,-3.342163
CLEC6A,1.102525,0.061308,1.017366,-2.328642,-0.031683,7.573185,-2.960263,-0.008114,0.344371,-0.030721,0.536069,0.059068,-0.557625,-3.467717,0.228367,-0.120523,-0.100783,-2.983534,7.413419,0.224211,0.756994,0.015358,1.332271,0.412113,-3.168767,0.973937,-2.598346,-2.7005,-4.016664,0.687985,-7.230782,-0.019673,-0.069534,3.424379,3.09751,0.221261,-0.358808,0.011111,0.428484,3.53667,-3.691051,-0.44303,0.111999,0.033339
CLEC7A,-0.066907,0.030744,0.109951,0.11204,-0.04755,-3.252251,0.077938,-0.03565,0.048449,-0.058871,0.002216,0.07559,-0.028369,3.287673,0.077437,-0.355586,0.016175,-0.080121,0.158183,0.055182,0.103617,-0.150395,0.061699,0.12626,0.017832,0.065981,0.098686,-0.052688,0.04054,-0.022159,-0.089311,-0.051728,-3.330941,-0.00247,0.011489,0.099075,-0.069667,0.13008,0.304804,0.035195,-0.095408,-0.203251,0.095229,-0.02766
CLMP,-0.038614,-0.245713,-0.152113,0.469365,-3.313851,0.265563,3.460504,-0.173052,0.187299,0.159374,0.122337,0.578644,-0.249038,-0.058858,-0.100753,-0.017123,-0.1423,-0.443872,-0.064559,-0.401405,-0.057954,0.042668,-0.0033,0.312559,3.246742,-0.097223,-0.019596,-0.053105,0.051673,-0.023546,0.167426,0.132744,0.099452,-0.100513,-0.099034,6.135931,0.11293,0.007176,-0.389545,-0.030859,0.059544,-0.335435,0.101227,-0.230263
CLSTN2,-0.335901,3.014552,-0.197981,-3.146188,-0.023474,3.372497,-0.003716,-0.311341,0.092308,-3.266961,0.010866,0.371865,3.268331,-0.008913,-0.129139,0.08998,-0.10649,-0.349175,-0.12065,-0.205954,-0.082149,-0.067545,-0.219286,-0.074304,-0.006615,-0.312029,-3.504754,-0.266148,-0.085202,-3.350495,0.13802,-0.248537,0.170305,-0.12958,3.254442,-0.251995,-0.022781,0.220475,-0.117821,-0.195157,0.206428,-0.436607,0.186774,-0.150146
CLUL1,-0.080583,-0.115383,-0.023873,0.173022,-0.052294,-0.025963,0.025395,-0.116101,-0.005399,3.291179,-0.008334,-3.071092,-0.098381,-0.069589,-3.275836,0.0024,-0.035009,-0.122927,-3.404648,-0.131896,0.003,0.042648,3.355441,3.378522,0.00758,0.038523,0.045655,-0.13997,-0.004844,-0.041226,0.005471,0.01854,0.103881,-0.102169,-0.028799,-0.077481,0.003015,0.000281,0.006183,3.310265,0.061576,0.257109,1.50121,-0.083277
